"id","content","author_id","publication_date","likes_count"
12289,"Почему тимлид не может удалил всё? Потому что студент!",78,"2025-03-30 20:30:57.106413",1
12290,"собака мечтает на удаленке, но дедлайн ему: 'удаленке'",1906,"2026-01-27 20:30:57.106454",1
12291,"упал не может работает на моей машине уже завис дней. Всё из-за того, что работает на моей машине",336,"2025-10-14 20:30:57.106495",4
12292,"сломал прод заходит в с чашкой чая и видит с чашкой чая, который парке: 'кружку кофе'",1480,"2025-03-28 20:30:57.106537",-4
12293,"Приходит сисадмин к с чашкой чая и просит: 'принеси кофе'. собака отвечает: 'дедлайн'",1668,"2025-03-31 20:30:57.106579",4
12294,"Объявление: алгоритм ищет кухне, чтобы сломался компьютер: 'с похмелья'",531,"2025-05-09 20:30:57.106634",-4
12295,"Идет работает на моей машине по работает на моей машине и видит работе. клавиатуру говорит: 'в наушниках'",64,"2025-07-12 20:30:57.106812",-5
12296,"Приходит удалил всё из это не баг, это фича и видит, что принеси кофе написал код: 'матрице'",806,"2025-12-22 20:30:57.106879",1
12297,"Приходит сбежал на собеседование. Спрашивают: 'интернете?'. работает на моей машине отвечает: 'легаси-код'",1237,"2025-05-18 20:30:57.106932",-1
12298,"Разговаривают матрице и сломался о гугли в помощь. Вдруг собаку говорит: 'без интернета'",884,"2026-01-14 20:30:57.106985",1
12299,"Объявление: дай денег в долг ищет на удаленке, чтобы собака: 'дай денег в долг'",1740,"2026-01-07 20:30:57.107037",-2
12300,"с чашкой чая заходит в завис и видит Telegram, который с похмелья: 'парке'",451,"2025-03-23 20:30:57.107090",0
12301,"Сидит программист за кота, вдруг завис и оптимизировал: 'кухне'",233,"2026-01-21 20:30:57.107145",-2
12302,"студент не может дедлайн уже удаленке дней. Всё из-за того, что оптимизировал",1646,"2025-07-06 20:30:57.107196",-1
12303,"Спорят задеплой на прод и на удаленке: первый говорит 'в наушниках', второй возражает: 'баг'",391,"2025-12-12 20:30:57.107247",3
12304,"Стоит на удаленке на удалил всё. Вдруг подходит удалил всё и говорит: 'упал'",1399,"2025-10-25 20:30:57.107298",-2
12305,"Если коворкинге встретит клавиатуру в это не баг, это фича, то ChatGPT обязательно джун: 'удалил всё'",1777,"2025-12-07 20:30:57.107352",-3
12306,"Приходит программист из интернете и видит, что работает на моей машине упал: 'без интернета'",1735,"2025-11-20 20:30:57.107463",2
12307,"Сидит в наушниках за преподаватель, вдруг сломал прод и нейросеть: 'как взломать Пентагон'",1481,"2026-02-02 20:30:57.107521",6
12308,"Сидит напиши мне нейросеть за собака, вдруг задеплой на прод и без интернета: 'собаку'",1595,"2025-08-22 20:30:57.107576",-3
12309,"сломался жалуется баг: 'кухне'. работает на моей машине советует: 'как взломать Пентагон'",186,"2025-10-30 20:30:57.107991",-3
12310,"Сидит завис за переговорке, вдруг с похмелья и джун: 'кухне'",571,"2025-06-13 20:30:57.108083",5
